"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Ebna1bp2",1.41072848811483e-21,-0.256263287796911,0.129,0.283,2.03963124811642e-17,"2","Ebna1bp2"
"Nop2.1",1.43157934967921e-21,-0.284757488866385,0.095,0.234,2.06977742376621e-17,"2","Nop2"
"Cox6b1",1.48178331906741e-21,-0.260070471957128,0.243,0.417,2.14236232270767e-17,"2","Cox6b1"
"Cdkn2c.2",1.60241668445679e-21,-0.261883276304643,0.051,0.172,2.31677404238762e-17,"2","Cdkn2c"
"Aldoa.1",1.60596536140739e-21,-0.369738857695167,0.46,0.598,2.3219047195228e-17,"2","Aldoa"
"Zbtb4",1.88703712548006e-21,0.276079958056058,0.162,0.07,2.72827827601908e-17,"2","Zbtb4"
"Dhcr24",1.95782858528774e-21,-0.277915442984216,0.094,0.235,2.83062856860902e-17,"2","Dhcr24"
"Nedd8",2.1235612308099e-21,-0.269916037311363,0.243,0.415,3.07024482750495e-17,"2","Nedd8"
"Nfkb1.1",2.24873662840658e-21,-0.304158403791003,0.49,0.659,3.25122341735023e-17,"2","Nfkb1"
"Ipcef1",2.63153377036285e-21,0.388282944525724,0.522,0.408,3.8046715251906e-17,"2","Ipcef1"
"Stard4.1",2.89767980212785e-21,-0.261218737098664,0.112,0.258,4.18946545791645e-17,"2","Stard4"
"Txn2",3.29438068923757e-21,-0.27791500392124,0.165,0.322,4.76301560049968e-17,"2","Txn2"
"Eif5b",3.86707102513548e-21,-0.267372866321945,0.237,0.409,5.59101128814088e-17,"2","Eif5b"
"Arl4c.2",3.89360866087895e-21,0.339186313385207,0.502,0.375,5.62937940189878e-17,"2","Arl4c"
"Dnajb11.1",3.98085960798496e-21,-0.258541627966073,0.198,0.361,5.75552682122466e-17,"2","Dnajb11"
"H2afy",4.12114145080068e-21,-0.260389559847552,0.539,0.694,5.95834630956762e-17,"2","H2afy"
"Itpkb",4.23362371149857e-21,0.364551319627527,0.563,0.46,6.12097316208463e-17,"2","Itpkb"
"Ppp1r14b",5.09038069756709e-21,-0.25024589692452,0.115,0.261,7.35967241254249e-17,"2","Ppp1r14b"
"Heatr1.1",5.82293248903708e-21,-0.302290289051925,0.19,0.352,8.4187957926498e-17,"2","Heatr1"
"Ikzf1",6.25204343586669e-21,-0.277551134021659,0.559,0.706,9.03920439957606e-17,"2","Ikzf1"
"Taf10",6.31938678328119e-21,-0.25796546146569,0.241,0.416,9.13656941126795e-17,"2","Taf10"
"Bag1.1",6.70990279367811e-21,-0.275656900991636,0.281,0.455,9.70117745909981e-17,"2","Bag1"
"Gm15564",9.66880875305458e-21,0.28206451161796,0.879,0.865,1.39791636951663e-16,"2","Gm15564"
"Serp1",9.98736526045077e-21,-0.290389011396692,0.245,0.413,1.44397326935597e-16,"2","Serp1"
"Calm2.1",1.08770155707397e-20,-0.268770912452473,0.277,0.447,1.57259891121755e-16,"2","Calm2"
"Ddx54",1.14877626593363e-20,-0.257780486380211,0.312,0.491,1.66090072528684e-16,"2","Ddx54"
"Hnrnpul1",1.16108639420044e-20,-0.269756621567553,0.52,0.669,1.678698708735e-16,"2","Hnrnpul1"
"Calu",1.25433441953878e-20,-0.251742063002526,0.167,0.327,1.81351670376917e-16,"2","Calu"
"Gtpbp4.1",1.26441494515085e-20,-0.25148314248183,0.141,0.294,1.82809112769909e-16,"2","Gtpbp4"
"Skp1a",2.0971315593719e-20,-0.251759084759487,0.332,0.505,3.03203280853989e-16,"2","Skp1a"
"Ppp1r9b",2.72909925435491e-20,0.370752881310138,0.447,0.335,3.94573170194633e-16,"2","Ppp1r9b"
"Clic1.2",2.74314549693738e-20,-0.317611841642242,0.51,0.65,3.96603975947206e-16,"2","Clic1"
"Slc43a2",2.82200067379924e-20,0.366120909130722,0.287,0.172,4.08004857417895e-16,"2","Slc43a2"
"Kif21b.1",2.90086119219203e-20,0.391185885790962,0.469,0.354,4.19406511167124e-16,"2","Kif21b"
"Manf.2",3.36726764276246e-20,-0.257110240530645,0.182,0.341,4.86839555790596e-16,"2","Manf"
"Sympk",3.45749895358196e-20,-0.257372844364831,0.17,0.325,4.99885198708879e-16,"2","Sympk"
"Foxo1",3.66297503119829e-20,0.340140877224066,0.521,0.411,5.29592930010649e-16,"2","Foxo1"
"Slc16a3.1",6.48638796945195e-20,-0.27051653093748,0.029,0.132,9.37801972623363e-16,"2","Slc16a3"
"Fxyd5.1",7.81852116585445e-20,0.278458761288596,0.688,0.604,1.13040179015924e-15,"2","Fxyd5"
"Pbxip1",8.75433048293712e-20,0.338945883295729,0.355,0.235,1.26570110122305e-15,"2","Pbxip1"
"Psme2.1",1.02051650457438e-19,-0.271820702850726,0.444,0.611,1.47546276231364e-15,"2","Psme2"
"Antxr2",1.10024385767417e-19,0.283788107245565,0.164,0.076,1.59073256942532e-15,"2","Antxr2"
"Adap1.2",1.5047691132823e-19,-0.268089894897749,0.097,0.227,2.17559518398355e-15,"2","Adap1"
"Myl6.1",1.76471577324239e-19,-0.258073620064142,0.389,0.568,2.55142606495385e-15,"2","Myl6"
"Qars",1.82362420050848e-19,-0.265125533205749,0.284,0.454,2.63659586909516e-15,"2","Qars"
"Cd81",2.26707101419802e-19,-0.251394726457458,0.093,0.222,3.2777312723275e-15,"2","Cd81"
"Satb1.1",2.35516639529473e-19,-0.321065722036583,0.165,0.313,3.40509957431712e-15,"2","Satb1"
"Pitpna.1",2.48126089302035e-19,-0.261419883783045,0.475,0.634,3.58740699912882e-15,"2","Pitpna"
"Malt1.1",2.91714476124239e-19,0.350696716525845,0.358,0.244,4.21760789580425e-15,"2","Malt1"
"Peli1",4.09098786108987e-19,0.370341995787006,0.437,0.325,5.91475024956373e-15,"2","Peli1"
"Ndufa10",4.63691678059869e-19,-0.264717702440022,0.221,0.375,6.70405428138959e-15,"2","Ndufa10"
"Nr4a3.2",5.25724455015034e-19,-0.396933543429277,0.015,0.104,7.60092417060736e-15,"2","Nr4a3"
"Cdc37",6.18211129895444e-19,-0.251331217147556,0.47,0.635,8.93809651602833e-15,"2","Cdc37"
"Rhoh",7.30542237909115e-19,0.312762379420385,0.458,0.346,1.056217967569e-14,"2","Rhoh"
"Gnl3.1",8.32826210023327e-19,-0.263010948264125,0.085,0.209,1.20410013445173e-14,"2","Gnl3"
"Pdcd1",8.49708166172989e-19,-0.289211607265971,0.079,0.199,1.22850806665291e-14,"2","Pdcd1"
"Jhdm1d",9.43767327915057e-19,0.339136740369218,0.282,0.171,1.36449880269959e-14,"2","Jhdm1d"
"Anapc1",1.30959959410454e-18,-0.250183169457536,0.244,0.405,1.89341909315635e-14,"2","Anapc1"
"Il1rl1",1.60217753201576e-18,0.349803296409833,0.127,0.051,2.31642827578838e-14,"2","Il1rl1"
"Sub1.1",1.77687162267314e-18,-0.269213451097941,0.288,0.446,2.56900099206083e-14,"2","Sub1"
"Pik3ip1",2.75657857932426e-18,0.255199760766036,0.143,0.062,3.98546130998702e-14,"2","Pik3ip1"
"Atp2b1.1",4.14222921883914e-18,0.381751444430449,0.442,0.341,5.98883500459762e-14,"2","Atp2b1"
"Ube2h",4.28346783225815e-18,0.322287725001906,0.334,0.22,6.19303779187883e-14,"2","Ube2h"
"Irgm1",4.55091811685699e-18,0.34152075983262,0.265,0.157,6.57971741335183e-14,"2","Irgm1"
"Ncmap",4.78535145403543e-18,0.282367066968816,0.16,0.075,6.91866113224442e-14,"2","Ncmap"
"Utp20.1",7.21548622413513e-18,-0.262632146225832,0.122,0.254,1.04321499828546e-13,"2","Utp20"
"Pes1.1",7.56155374725954e-18,-0.259106352261661,0.164,0.304,1.09324944077878e-13,"2","Pes1"
"Sept9",7.6921415096194e-18,0.307644922173172,0.677,0.609,1.11212981946077e-13,"2","Sept9"
"Zdhhc20.1",1.25323048966415e-17,0.337978759994202,0.445,0.338,1.81192064195643e-13,"2","Zdhhc20"
"Cd27",1.43089585905622e-17,0.302226314260193,0.458,0.342,2.06878923302348e-13,"2","Cd27"
"Ncoa7.1",1.49868270326411e-17,-0.273015390891605,0.104,0.229,2.16679545237925e-13,"2","Ncoa7"
"Eif3a",1.94086270717341e-17,-0.258728241094424,0.565,0.691,2.80609930203131e-13,"2","Eif3a"
"Mycbp2.1",2.31976817405184e-17,0.323175967258465,0.646,0.575,3.35392082604415e-13,"2","Mycbp2"
"Arhgap4",2.76469871658329e-17,0.334888569565805,0.596,0.516,3.99720140443613e-13,"2","Arhgap4"
"Ecm1.2",3.24006434610699e-17,-0.347017509777207,0.1,0.216,4.68448503160148e-13,"2","Ecm1"
"Sell",4.09121186997726e-17,-0.279590111101994,0.494,0.641,5.91507412161312e-13,"2","Sell"
"Itpr2",4.10142124364043e-17,0.34910377698008,0.489,0.383,5.92983483405533e-13,"2","Itpr2"
"Rasgrp2.2",5.93346224928699e-17,-0.305233327163796,0.162,0.292,8.57859972001913e-13,"2","Rasgrp2"
"Pik3r1",1.10043674572644e-16,0.350151019575932,0.45,0.349,1.59101144697129e-12,"2","Pik3r1"
"Arrb1",1.17990379531495e-16,0.286233814782393,0.201,0.11,1.70590490726635e-12,"2","Arrb1"
"Ift80.2",1.24455880354483e-16,-0.327800379681351,0.239,0.376,1.79938311816512e-12,"2","Ift80"
"Hbs1l.2",1.71345205284523e-16,-0.293848735527575,0.118,0.238,2.47730897800364e-12,"2","Hbs1l"
"M6pr.2",1.82885919023249e-16,-0.2557944806606,0.397,0.551,2.64416461723813e-12,"2","M6pr"
"Ms4a4b.1",2.86458956409925e-16,0.29408970454093,0.591,0.495,4.14162359177469e-12,"2","Ms4a4b"
"Kcnab2.2",4.36890172824589e-16,-0.252655446204203,0.364,0.52,6.31655811869791e-12,"2","Kcnab2"
"Zfp652",5.57500986432079e-16,0.294433712588173,0.167,0.086,8.060349261835e-12,"2","Zfp652"
"Gzmb.2",6.39252053724531e-16,-0.519084858576069,0.026,0.11,9.24230619274926e-12,"2","Gzmb"
"Dgka",7.42398974745784e-16,0.257274456331983,0.685,0.622,1.07336043768745e-11,"2","Dgka"
"N4bp1.2",8.55600224049275e-16,0.355244850594633,0.334,0.233,1.23702680393044e-11,"2","N4bp1"
"Rps27.2",9.63960299922611e-16,0.257725235292752,0.71,0.657,1.39369380162811e-11,"2","Rps27"
"Egr2.2",1.09267891078011e-15,-0.322797874781952,0.022,0.102,1.57979516920588e-11,"2","Egr2"
"Crtc3",1.56132852952311e-15,0.297959484120163,0.226,0.134,2.25736878798451e-11,"2","Crtc3"
"Zcchc11.1",1.80835034087178e-15,0.366064960704258,0.366,0.264,2.61451292283242e-11,"2","Zcchc11"
"Nab1.2",2.01518222908375e-15,-0.263363164589119,0.219,0.355,2.91355046680929e-11,"2","Nab1"
"Vim.2",2.81561826355767e-15,-0.441354970095864,0.743,0.763,4.07082088545167e-11,"2","Vim"
"AI504432.1",3.96164032045682e-15,0.361883881023943,0.325,0.228,5.72773957531647e-11,"2","AI504432"
"Irf4.1",4.44098346382208e-15,-0.28390595407939,0.164,0.291,6.42077389199396e-11,"2","Irf4"
"Pitpnc1",4.83236061847027e-15,0.340062553228395,0.312,0.214,6.98662698218432e-11,"2","Pitpnc1"
"Myo1g.2",5.02415324561165e-15,-0.268389548517692,0.369,0.509,7.26392076250532e-11,"2","Myo1g"
"Thada",5.68026780518014e-15,0.318720755953819,0.215,0.127,8.21253119272945e-11,"2","Thada"
"Cd82",8.69326030301305e-15,-0.304909711353791,0.431,0.572,1.25687157460963e-10,"2","Cd82"
"Il4ra.1",9.08709981930404e-15,0.28373807023389,0.392,0.287,1.31381289187498e-10,"2","Il4ra"
"Rn7sk.1",1.18959008869971e-14,0.303092369163704,0.355,0.252,1.71990935024204e-10,"2","Rn7sk"
"Igf2r.2",1.34293296283495e-14,-0.290608640855749,0.371,0.511,1.94161247766677e-10,"2","Igf2r"
"Ltb.1",1.56788849631746e-14,0.266413962267843,0.686,0.62,2.26685318797578e-10,"2","Ltb"
"Egr1.2",1.58936231534246e-14,-0.456107642870679,0.066,0.159,2.29790003552213e-10,"2","Egr1"
"Gbp9",1.96268070049365e-14,0.329357381212194,0.258,0.163,2.83764375677372e-10,"2","Gbp9"
"Orai2",2.58818160049505e-14,0.258976764683116,0.187,0.105,3.74199295799574e-10,"2","Orai2"
"Gpr68.1",2.94829489432015e-14,0.271734654886364,0.221,0.133,4.26264475820808e-10,"2","Gpr68"
"Ldb1.1",3.53112945963905e-14,0.295112445432953,0.455,0.367,5.10530697274614e-10,"2","Ldb1"
"Cd37",4.87595870717037e-14,0.317062006416078,0.38,0.291,7.04966109882692e-10,"2","Cd37"
"Etv3",5.42419652610171e-14,0.299799830460871,0.245,0.154,7.84230333743785e-10,"2","Etv3"
"Btg2.1",6.45338185287261e-14,0.261976303904563,0.263,0.169,9.33029948288323e-10,"2","Btg2"
"Stat1.1",7.81768686350222e-14,0.372234755631569,0.794,0.796,1.13028116672515e-09,"2","Stat1"
"Il16",8.48879234114988e-14,0.25347941105139,0.584,0.509,1.22730959668345e-09,"2","Il16"
"Ubl3.1",9.37239689769862e-14,0.350840171400594,0.407,0.322,1.35506114346927e-09,"2","Ubl3"
"P2ry10",1.09246299095209e-13,0.309127871112354,0.355,0.262,1.57948299231853e-09,"2","P2ry10"
"Asxl2",1.10763968140038e-13,0.34309283620216,0.332,0.243,1.60142545136867e-09,"2","Asxl2"
"Evl.1",1.29915955558673e-13,0.326040064120232,0.36,0.265,1.87832488546729e-09,"2","Evl"
"Bcl11b.1",1.63055733137271e-13,0.306498976239053,0.583,0.518,2.35745978969867e-09,"2","Bcl11b"
"Nfat5",2.14402675107777e-13,0.309936249411666,0.26,0.17,3.09983387670823e-09,"2","Nfat5"
"Gm26917.1",2.9939057359476e-13,0.268568914087323,0.688,0.63,4.32858891303305e-09,"2","Gm26917"
"Cdipt",4.85391868514531e-13,0.282506311662319,0.381,0.29,7.01779563498309e-09,"2","Cdipt"
"Rgs1.1",5.04214081089983e-13,0.354861067946105,0.313,0.223,7.28992718439897e-09,"2","Rgs1"
"Ifi203",6.27700081045482e-13,0.304023542404342,0.444,0.357,9.07528777175558e-09,"2","Ifi203"
"Crmp1.1",7.76207687999894e-13,0.29372014163352,0.204,0.123,1.12224107531025e-08,"2","Crmp1"
"Ptprj",1.31046750175161e-12,0.258220344506778,0.169,0.096,1.89467391403248e-08,"2","Ptprj"
"Lipa",1.41379231387687e-12,0.310082334641076,0.289,0.204,2.04406092740318e-08,"2","Lipa"
"Samd9l",1.44237163826677e-12,0.306950915292499,0.373,0.287,2.08538091460609e-08,"2","Samd9l"
"Serpina3g.1",1.64582078684791e-12,0.338172893769754,0.156,0.086,2.37952769362471e-08,"2","Serpina3g"
"B4galt1",1.75223495604883e-12,0.317960825183908,0.374,0.292,2.53338129945539e-08,"2","B4galt1"
"Zfp217.1",1.80662271561862e-12,0.2829708549545,0.333,0.243,2.6120151222414e-08,"2","Zfp217"
"Psen2.1",2.06152340684049e-12,0.254297160455172,0.374,0.284,2.98055054160998e-08,"2","Psen2"
"Rasgrp1.1",2.08509132098622e-12,0.293751492142563,0.463,0.383,3.01462503188188e-08,"2","Rasgrp1"
"Fos",2.4559474884308e-12,0.291683323668903,0.167,0.094,3.55080887877325e-08,"2","Fos"
"Crlf3.1",3.52903324078539e-12,0.306307437672131,0.466,0.399,5.10227625952752e-08,"2","Crlf3"
"Fam129a.1",3.75495249511967e-12,0.3777079389512,0.474,0.408,5.42891031744402e-08,"2","Fam129a"
"Mdfic",4.27521041321053e-12,0.269097376964858,0.228,0.146,6.18109921541978e-08,"2","Mdfic"
"Grap2",4.33796849061225e-12,0.32821581391436,0.34,0.258,6.27183484372719e-08,"2","Grap2"
"Nlrc5",7.79507107383732e-12,0.276346973002587,0.352,0.263,1.1270113758554e-07,"2","Nlrc5"
"Znfx1",1.31705603489876e-11,0.276392904600136,0.186,0.113,1.90419961525663e-07,"2","Znfx1"
"Arl6ip1.2",1.38193426402722e-11,-0.368591814789728,0.597,0.67,1.99800055893056e-07,"2","Arl6ip1"
"Klhl6",1.50819587898837e-11,0.308740134874513,0.37,0.286,2.18054960184138e-07,"2","Klhl6"
"Tecpr1.1",1.69174820583444e-11,0.290900485119779,0.359,0.273,2.44592955599543e-07,"2","Tecpr1"
"Itga6.1",2.05975815989184e-11,0.311838679590909,0.49,0.413,2.97799834757162e-07,"2","Itga6"
"AW112010.2",3.69253119292608e-11,0.327489900826993,0.415,0.334,5.33866159873252e-07,"2","AW112010"
"Znrf2",3.85690299293182e-11,0.297676375679494,0.406,0.337,5.57631034718082e-07,"2","Znrf2"
"H2-Q4.1",4.29196298551295e-11,0.262058743790282,0.477,0.405,6.20532008445462e-07,"2","H2-Q4"
"Fyb",4.55949760449073e-11,0.266139822690895,0.575,0.532,6.5921216365727e-07,"2","Fyb"
"Tnrc6b",7.49928548033291e-11,0.297697245303451,0.348,0.27,1.08424669474653e-06,"2","Tnrc6b"
"Spata13.1",8.58536565428905e-11,0.289831298724609,0.453,0.386,1.24127216629711e-06,"2","Spata13"
"Gbp4",9.57763585018445e-11,0.318507615053191,0.403,0.326,1.38473459121967e-06,"2","Gbp4"
"Suv420h1",1.06949776145234e-10,0.285880085804559,0.291,0.213,1.5462798635078e-06,"2","Suv420h1"
"Gimap8",1.59839608303669e-10,0.283772750582859,0.457,0.386,2.31096105685445e-06,"2","Gimap8"
"Anxa6.2",1.70847118226909e-10,-0.281182731724949,0.671,0.718,2.47010763532465e-06,"2","Anxa6"
"Kmt2d.1",1.96521777187291e-10,0.254193659926938,0.427,0.35,2.84131185457386e-06,"2","Kmt2d"
"Chd2",2.79988810529246e-10,0.301062504571987,0.351,0.272,4.04807822263184e-06,"2","Chd2"
"Zfp36l2",2.99099269547428e-10,0.264119240035516,0.222,0.151,4.32437723911672e-06,"2","Zfp36l2"
"Dpp4.1",7.23126025349045e-10,0.261429082085579,0.242,0.169,1.04549560744965e-05,"2","Dpp4"
"Herc1",2.69694055597646e-09,0.294238559836903,0.463,0.412,3.89923665583077e-05,"2","Herc1"
"Rnf213.1",2.71845346158218e-09,0.364334864657798,0.476,0.414,3.93034001475551e-05,"2","Rnf213"
"Ptpn22",3.38358415753528e-09,0.255661706279043,0.373,0.306,4.8919859749645e-05,"2","Ptpn22"
"Tgfbr1.1",5.27624833969548e-09,0.34304775293856,0.379,0.314,7.62839984953172e-05,"2","Tgfbr1"
"Ankrd11",7.06331249946482e-09,0.284276735716661,0.47,0.423,0.000102121372117262,"2","Ankrd11"
"Foxp1.1",8.27611359186539e-09,0.252363527110271,0.399,0.326,0.00011965605031119,"2","Foxp1"
"Stat4",9.74053383941597e-09,0.269067496401703,0.202,0.14,0.000140828638250276,"2","Stat4"
"Arhgap25",1.0040866096717e-08,0.273859474217885,0.335,0.268,0.000145170842026334,"2","Arhgap25"
"Rabac1",1.72917971724368e-08,0.254885326817889,0.314,0.248,0.000250004803519091,"2","Rabac1"
"Baz2a",2.51117200502386e-08,0.286035692694014,0.368,0.31,0.00036306524848635,"2","Baz2a"
"Tgfbr2",2.60094896329575e-08,0.292442534733401,0.346,0.282,0.0003760452011133,"2","Tgfbr2"
"Nin.1",3.37889730537274e-08,0.264208249980914,0.352,0.29,0.000488520972410791,"2","Nin"
"Tbc1d4.2",3.53125725454247e-08,-0.271082197993466,0.198,0.28,0.000510549173861751,"2","Tbc1d4"
"Vps13c",4.84497002412582e-08,0.304721678177202,0.255,0.192,0.000700485766088111,"2","Vps13c"
"Cux1",5.18932757324463e-08,0.274323594639147,0.294,0.235,0.000750272980539708,"2","Cux1"
"Ugcg",8.8522947965873e-08,0.291283301348808,0.257,0.197,0.00127986478169059,"2","Ugcg"
"Leprotl1.1",1.0047774296185e-07,0.264825069148173,0.429,0.379,0.00145270720774243,"2","Leprotl1"
"Irf1",1.90493227415499e-07,0.251419929859403,0.436,0.384,0.00275415108197329,"2","Irf1"
"Emb",2.0559799901548e-07,0.25555815233733,0.262,0.204,0.00297253586976581,"2","Emb"
"Slfn1.1",2.11771436622617e-07,0.256529650657874,0.289,0.226,0.0030617914306898,"2","Slfn1"
"Zfp292",3.94164500787954e-07,0.265560575780385,0.348,0.297,0.00569883035239224,"2","Zfp292"
"Irf9",5.457419918809e-07,0.259426631278035,0.324,0.27,0.00789033771861405,"2","Irf9"
"Arl5a.2",5.6600009177995e-07,0.304995334995499,0.421,0.38,0.00818322932695451,"2","Arl5a"
"Atf7ip",7.99707189050401e-07,0.263444914724212,0.352,0.297,0.0115621665392907,"2","Atf7ip"
"Trim56",8.90572253016344e-07,0.254636693017795,0.344,0.29,0.0128758936341103,"2","Trim56"
"4932438A13Rik",2.49989428716283e-05,0.253196074713377,0.444,0.414,0.361434716038002,"2","4932438A13Rik"
"Arid4a",0.000695909472004846,0.266299412406848,0.272,0.246,1,"2","Arid4a"
"Top2a.3",4.22965314950977e-254,1.4185339176956,0.975,0.416,6.11523252356123e-250,"3","Top2a"
"Kif11.3",8.37549954198208e-227,1.11109845413673,0.83,0.233,1.21092972377977e-222,"3","Kif11"
"Mki67.3",8.52174751235829e-225,1.23510372075784,0.988,0.439,1.23207425533676e-220,"3","Mki67"
"Nusap1.3",6.10996649399253e-192,0.939356065780436,0.659,0.151,8.8337895570144e-188,"3","Nusap1"
"Tubb5.3",1.16725910736102e-191,1.01607290589234,0.99,0.8,1.68762321742256e-187,"3","Tubb5"
"Stmn1.3",7.91305746252126e-184,1.07078385586162,0.824,0.31,1.14406984793132e-179,"3","Stmn1"
"Tpx2.3",1.30549411739047e-182,0.968294663334157,0.753,0.22,1.88748339492313e-178,"3","Tpx2"
"Kif20a.3",2.10938800467584e-181,0.91746208802894,0.686,0.181,3.04975317716032e-177,"3","Kif20a"
"Cenpf.3",1.31708870473777e-178,1.06794037400294,0.655,0.164,1.90424684930987e-174,"3","Cenpf"
"Hist1h1d.3",4.66113708276365e-178,1.16574553792076,0.79,0.266,6.73907199425969e-174,"3","Hist1h1d"
"Aspm.3",5.01822374586025e-167,0.995298977202401,0.608,0.149,7.25534789176474e-163,"3","Aspm"
"Ncapd2.3",4.02830000063006e-164,1.02024622084873,0.8,0.322,5.82411614091094e-160,"3","Ncapd2"
"Mxd3.3",2.39791646250166e-159,0.789669527981021,0.536,0.115,3.46690762148491e-155,"3","Mxd3"
"Kif15.3",1.18935680449038e-149,0.883194341903355,0.676,0.208,1.71957206793219e-145,"3","Kif15"
"Bub1b.3",2.04768321448762e-144,0.828425558240333,0.61,0.174,2.9605403915062e-140,"3","Bub1b"
"Incenp.3",6.73853321748969e-143,0.853012906616684,0.756,0.271,9.74257132584659e-139,"3","Incenp"
"Kif23.3",2.08381148170699e-141,0.813318594488252,0.576,0.152,3.01277464025197e-137,"3","Kif23"
"Hist1h3c.3",1.20906866273769e-140,0.803455459740117,0.58,0.152,1.74807147258616e-136,"3","Hist1h3c"
"Spag5.3",1.30357815500042e-140,0.669855924566839,0.514,0.118,1.88471329649961e-136,"3","Spag5"
"Hist1h2ab.3",8.57705768057958e-140,0.783981494086633,0.57,0.145,1.2400709994582e-135,"3","Hist1h2ab"
"Cdca3.3",5.49591868209548e-136,0.815405258535243,0.603,0.178,7.94599923057365e-132,"3","Cdca3"
"Ndc80.3",8.18242118525504e-135,0.766284242473402,0.573,0.157,1.18301445496417e-130,"3","Ndc80"
"Hist1h1b.3",1.17232397595005e-134,0.831198379779828,0.728,0.235,1.69494600442858e-130,"3","Hist1h1b"
"Cenpe.3",1.83604034660885e-132,0.877640817239619,0.61,0.178,2.65454713312707e-128,"3","Cenpe"
"Ckap2l.3",7.6319839168383e-132,0.721677236332821,0.555,0.145,1.10343223469648e-127,"3","Ckap2l"
"Birc5.3",3.43207192906628e-131,0.763544754612093,0.696,0.232,4.96208959504403e-127,"3","Birc5"
"Tuba1b.3",2.73764256855956e-128,0.867330412209442,0.887,0.507,3.95808362562341e-124,"3","Tuba1b"
"Kif4.3",8.14601540852601e-128,0.767081569901784,0.582,0.166,1.17775090776469e-123,"3","Kif4"
"Tmpo.3",4.10178185678037e-126,0.819545117147672,0.903,0.572,5.93035620853306e-122,"3","Tmpo"
"Prc1.3",1.2177405590633e-125,0.720890294017249,0.585,0.165,1.76060930029373e-121,"3","Prc1"
"Ccna2.3",5.06280985348166e-120,0.737152246299646,0.753,0.277,7.31981048616379e-116,"3","Ccna2"
"Ncaph.3",1.73290188313204e-119,0.747765278212077,0.624,0.208,2.50542954263231e-115,"3","Ncaph"
"Casc5.3",1.80205500813916e-119,0.766336848548142,0.568,0.17,2.60541113076759e-115,"3","Casc5"
"Cdca8.3",3.316374547513e-119,0.707074257105859,0.671,0.23,4.7948143207943e-115,"3","Cdca8"
"H2afv.2",6.12074899551233e-119,0.817635832137548,0.669,0.259,8.84937889771173e-115,"3","H2afv"
"Hist1h2ak.3",2.89405087402071e-117,0.653373480843679,0.469,0.114,4.18421875365914e-113,"3","Hist1h2ak"
"Kif22.3",1.14252129416565e-114,0.722792967216796,0.538,0.155,1.6518572871047e-110,"3","Kif22"
"Racgap1.3",2.55873641728959e-114,0.719700621703864,0.708,0.267,3.6994211121173e-110,"3","Racgap1"
"Hist1h1e.3",2.13411730570617e-112,0.788128211100382,0.723,0.279,3.08550680058998e-108,"3","Hist1h1e"
"H2afx.2",4.36367160353679e-111,0.687140892482593,0.479,0.128,6.30899640439349e-107,"3","H2afx"
"Hjurp.3",4.53000776268487e-111,0.816051618580418,0.792,0.393,6.54948522328978e-107,"3","Hjurp"
"Hmgb2.3",8.99132466515588e-111,0.701973928504781,0.913,0.467,1.29996572008824e-106,"3","Hmgb2"
"Ube2c.3",9.80843752928542e-109,0.704855537149745,0.497,0.135,1.41810389798409e-104,"3","Ube2c"
"Hist1h2ae.3",4.42259399613709e-105,0.7006933309921,0.516,0.152,6.39418639961501e-101,"3","Hist1h2ae"
"Tacc3.3",5.09055067183088e-102,0.686060964647938,0.615,0.222,7.35991816133309e-98,"3","Tacc3"
"Hmmr.3",7.47967655280954e-101,0.673160924667479,0.506,0.149,1.0814116360052e-96,"3","Hmmr"
"Ncapg.3",1.06331915469711e-100,0.680323583238456,0.612,0.22,1.53734683386108e-96,"3","Ncapg"
"Hist1h4d.3",2.07584126667102e-100,0.746697356346699,0.575,0.203,3.00125130335296e-96,"3","Hist1h4d"
"Espl1.2",5.54624524795642e-100,0.65219441974371,0.424,0.109,8.0187613794954e-96,"3","Espl1"
"Cit.3",1.66675392174803e-97,0.632670238198348,0.471,0.134,2.40979282006331e-93,"3","Cit"
"Cenpl",7.40785444613255e-97,0.487384470672033,0.336,0.069,1.07102759582184e-92,"3","Cenpl"
"Plk1.3",8.50433667603113e-97,0.569819527163166,0.503,0.148,1.22955699662058e-92,"3","Plk1"
"Kif2c.3",3.71264222763481e-96,0.553704621223369,0.412,0.104,5.36773813271441e-92,"3","Kif2c"
"Smc4.1",1.40716450176596e-93,0.707228123263075,0.918,0.691,2.03447843665322e-89,"3","Smc4"
"Smc2.3",1.89786531898319e-93,0.681907531829812,0.726,0.332,2.7439336781859e-89,"3","Smc2"
"Arhgap11a.3",8.43146256255677e-91,0.645335838129278,0.541,0.189,1.21902085729446e-86,"3","Arhgap11a"
"Cdca2.3",1.18137845239287e-90,0.544400946555166,0.422,0.113,1.70803696646962e-86,"3","Cdca2"
"Rrm1.3",1.95785859131881e-89,0.666113039505956,0.852,0.467,2.83067195132874e-85,"3","Rrm1"
"Hist1h1c.2",1.05969229546195e-88,0.646716694460228,0.548,0.196,1.53210312077888e-84,"3","Hist1h1c"
"Arhgap19.3",3.22168733146258e-83,0.525797252340168,0.376,0.098,4.6579155438286e-79,"3","Arhgap19"
"Mis18bp1.2",1.93261544589292e-81,0.504357819236306,0.329,0.077,2.79417541167198e-77,"3","Mis18bp1"
