"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","gene","color","pval_plot","avg_logFC_plot"
"Itgae",8.69384631391573e-27,-0.931970873770113,0.118,0.346,1.25695630006594e-22,"Itgae","c",1.25695630006594e-22,-0.931970873770113
"Plin2",2.35257788597982e-26,0.27689009959237,0.255,0.052,3.40135710754963e-22,NA,"a",3.40135710754963e-22,0.27689009959237
"Zbtb32",3.27882317787807e-26,0.372827141168066,0.408,0.148,4.74052255057612e-22,NA,"a",4.74052255057612e-22,0.372827141168066
"AW112010",9.97622306620858e-24,0.32920703315243,0.636,0.308,1.44236233091244e-19,NA,"a",1.44236233091244e-19,0.32920703315243
"Crip1",2.35665726013891e-23,0.407763461961862,0.886,0.685,3.40725506670884e-19,NA,"a",3.40725506670884e-19,0.407763461961862
"Cpd",1.08237609868091e-21,0.338815045302438,0.447,0.2,1.56489936347286e-17,NA,"a",1.56489936347286e-17,0.338815045302438
"Cotl1",1.63318031887307e-21,0.314198212703406,0.959,0.8,2.36125210502668e-17,NA,"a",2.36125210502668e-17,0.314198212703406
"Ptpn22",1.89677894301968e-21,0.279101478412348,0.476,0.211,2.74236299581786e-17,NA,"a",2.74236299581786e-17,0.279101478412348
"Sept11",2.30119684711495e-21,0.356413231573563,0.764,0.474,3.3270704015588e-17,NA,"a",3.3270704015588e-17,0.356413231573563
"Atp5e",2.89759425855152e-21,0.25589445832771,0.594,0.303,4.18934177901379e-17,NA,"a",4.18934177901379e-17,0.25589445832771
"Adap1",1.52484423624628e-20,0.331946457908172,0.568,0.298,2.20461979676487e-16,NA,"a",2.20461979676487e-16,0.331946457908172
"Rps20",1.72880478149279e-20,0.264373532102272,0.967,0.861,2.49950595308228e-16,NA,"a",2.49950595308228e-16,0.264373532102272
"Gimap6",2.29657438493161e-20,0.291328938098514,0.627,0.331,3.32038724573412e-16,"Gimap6","b",3.32038724573412e-16,0.291328938098514
"Cox17",5.4598997370221e-20,0.246462683437754,0.283,0.091,7.89392303978656e-16,NA,"a",7.89392303978656e-16,0.246462683437754
"Tuba1c",6.67128978531304e-20,0.336669584376385,0.679,0.415,9.6453507716056e-16,NA,"a",9.6453507716056e-16,0.336669584376385
"Atp5k",1.04881736265397e-19,0.232598474579332,0.436,0.19,1.51638014292511e-15,NA,"a",1.51638014292511e-15,0.232598474579332
"Rps27",1.65975045434625e-19,0.262393325067028,0.682,0.392,2.39966720689382e-15,NA,"a",2.39966720689382e-15,0.262393325067028
"Acp5",1.90112271095256e-19,0.170012435193895,0.258,0.072,2.74864321549521e-15,NA,"a",2.74864321549521e-15,0.170012435193895
"Elk3",2.8173385313449e-19,0.233500271004215,0.276,0.088,4.07330804861846e-15,NA,"a",4.07330804861846e-15,0.233500271004215
"mt-Rnr1",5.04778348750536e-19,0.175048896078061,1,1,7.29808536623525e-15,NA,"a",7.29808536623525e-15,0.175048896078061
"St6gal1",1.14221798747533e-18,-0.557826985601816,0.088,0.257,1.65141876629184e-14,NA,"a",1.65141876629184e-14,-0.557826985601816
"Atp5j2",1.34144399789036e-18,0.265954639513058,0.808,0.525,1.93945973214989e-14,NA,"a",1.93945973214989e-14,0.265954639513058
"Ccr10",2.47542091554759e-18,-0.473059263771155,0.017,0.144,3.5789635596987e-14,NA,"a",3.5789635596987e-14,-0.473059263771155
"Rplp1",3.79382051601191e-18,0.251207707220863,0.961,0.884,5.48510570205001e-14,NA,"a",5.48510570205001e-14,0.251207707220863
"Rpl26",4.1188890618968e-18,0.288689618954631,0.874,0.656,5.9550898056904e-14,NA,"a",5.9550898056904e-14,0.288689618954631
"mt-Rnr2",4.1935661594873e-18,0.148211149159886,1,1,6.06305795338674e-14,NA,"a",6.06305795338674e-14,0.148211149159886
"Chst2",8.36793231551221e-18,0.26741143870988,0.308,0.116,1.20983565417676e-13,NA,"a",1.20983565417676e-13,0.26741143870988
"Hdac7",8.60583545295061e-18,0.291368071263614,0.558,0.3,1.2442316897876e-13,"Hdac7","b",1.2442316897876e-13,0.291368071263614
"Ccr2",8.92014704877543e-18,-0.757065776305791,0.15,0.327,1.28967486031195e-13,"Ccr2","c",1.28967486031195e-13,-0.757065776305791
"Dusp4",9.28227747428746e-18,0.278997245839221,0.438,0.207,1.34203167723248e-13,NA,"a",1.34203167723248e-13,0.278997245839221
"Tagln2",1.31047159574773e-17,0.29685164869689,0.788,0.555,1.89467983313207e-13,NA,"a",1.89467983313207e-13,0.29685164869689
"Pmepa1",2.23835333719485e-17,0.196028829239355,0.236,0.072,3.23621125491631e-13,NA,"a",3.23621125491631e-13,0.196028829239355
"Rpl39",2.3847664299884e-17,0.269664086268217,0.721,0.472,3.44789530447722e-13,NA,"a",3.44789530447722e-13,0.269664086268217
"Rps28",5.60486367333912e-17,0.268023626307254,0.58,0.329,8.1035118989137e-13,NA,"a",8.1035118989137e-13,0.268023626307254
"Snrpf",7.16033703717783e-17,0.195235970429897,0.367,0.155,1.03524152883517e-12,NA,"a",1.03524152883517e-12,0.195235970429897
"Txn1",9.22605375215353e-17,0.275798643970858,0.777,0.515,1.33390285148636e-12,NA,"a",1.33390285148636e-12,0.275798643970858
"Pycard",1.40253144203588e-16,0.30526772030198,0.789,0.56,2.02777995889547e-12,NA,"a",2.02777995889547e-12,0.30526772030198
"Rpl23a",1.43613577905178e-16,0.295761929672656,0.791,0.561,2.07636510935306e-12,NA,"a",2.07636510935306e-12,0.295761929672656
"Hnrnpa2b1",1.91201294719366e-16,0.211426400091195,0.988,0.925,2.76438831905259e-12,NA,"a",2.76438831905259e-12,0.211426400091195
"Ptma",2.44872345444941e-16,0.254430325693451,0.923,0.775,3.54036437044296e-12,NA,"a",3.54036437044296e-12,0.254430325693451
"Igf2r",2.49834501466301e-16,0.217987524952769,0.509,0.255,3.61210722219978e-12,NA,"a",3.61210722219978e-12,0.217987524952769
"Snrpg",4.27024498425859e-16,0.210272552276251,0.426,0.204,6.17392019824107e-12,NA,"a",6.17392019824107e-12,0.210272552276251
"Chchd2",5.63686152394839e-16,0.262864433596187,0.715,0.455,8.14977439132458e-12,NA,"a",8.14977439132458e-12,0.262864433596187
"Cd97",5.6538667168965e-16,0.225702991161944,0.552,0.292,8.17436049928896e-12,NA,"a",8.17436049928896e-12,0.225702991161944
"Apol9b",8.25252790772763e-16,0.179000891598369,0.197,0.054,1.19315048489926e-11,NA,"a",1.19315048489926e-11,0.179000891598369
"Cox7a2",1.08191493803327e-15,0.209924950729598,0.548,0.3,1.56423261740851e-11,NA,"a",1.56423261740851e-11,0.209924950729598
"Adam19",1.09803558697584e-15,0.288624219000613,0.709,0.458,1.58753985164967e-11,NA,"a",1.58753985164967e-11,0.288624219000613
"Ndufa6",1.13622969716874e-15,0.18862988462539,0.365,0.161,1.64276089616656e-11,NA,"a",1.64276089616656e-11,0.18862988462539
"1500009L16Rik",1.14105723004857e-15,0.243218575042911,0.38,0.174,1.64974054320423e-11,NA,"a",1.64974054320423e-11,0.243218575042911
"Chsy1",1.23554742030955e-15,0.271282670366696,0.35,0.159,1.78635446028355e-11,NA,"a",1.78635446028355e-11,0.271282670366696
"Gnb4",1.59393145962231e-15,0.183562108123249,0.186,0.049,2.30450610432194e-11,NA,"a",2.30450610432194e-11,0.183562108123249
"Plek",2.15866008549e-15,0.256397892109181,0.252,0.088,3.12099075160144e-11,NA,"a",3.12099075160144e-11,0.256397892109181
"mt-Nd4",2.48080940365548e-15,0.274925252582738,0.761,0.504,3.58675423580509e-11,NA,"a",3.58675423580509e-11,0.274925252582738
"Lclat1",3.74842388753149e-15,0.212219076282903,0.423,0.205,5.41947125659303e-11,NA,"a",5.41947125659303e-11,0.212219076282903
"Tceb2",4.15048093205299e-15,0.192225326612947,0.57,0.322,6.00076533156222e-11,NA,"a",6.00076533156222e-11,0.192225326612947
"Snrnp27",4.21471484366151e-15,0.146844720956052,0.256,0.092,6.09363472096581e-11,NA,"a",6.09363472096581e-11,0.146844720956052
"Gimap8",6.59309702491465e-15,0.148028923398779,0.536,0.277,9.5322996786216e-11,NA,"a",9.5322996786216e-11,0.148028923398779
"Bola2",7.29720077572436e-15,0.189258032167598,0.42,0.207,1.05502928815423e-10,NA,"a",1.05502928815423e-10,0.189258032167598
"Ubash3b",8.87479273466289e-15,0.244433751897087,0.538,0.3,1.28311753357756e-10,NA,"a",1.28311753357756e-10,0.244433751897087
"Acadl",9.28670209150212e-15,0.180554894910295,0.448,0.225,1.34267138838938e-10,NA,"a",1.34267138838938e-10,0.180554894910295
"Ramp1",1.31397288345816e-14,0.161489892092788,0.114,0.016,1.89974199490381e-10,NA,"a",1.89974199490381e-10,0.161489892092788
"Piezo1",1.49517076129284e-14,0.190216167828308,0.364,0.166,2.16171788667719e-10,NA,"a",2.16171788667719e-10,0.190216167828308
"Cpt1a",1.5702507080783e-14,0.200122524220172,0.385,0.183,2.2702684737396e-10,NA,"a",2.2702684737396e-10,0.200122524220172
"Mrpl33",1.64658946208077e-14,0.132890680655485,0.377,0.171,2.38063904427638e-10,NA,"a",2.38063904427638e-10,0.132890680655485
"Atpif1",2.38037967693735e-14,0.242456708749558,0.485,0.264,3.44155293691601e-10,NA,"a",3.44155293691601e-10,0.242456708749558
"Sfr1",2.53302044641678e-14,0.178031636818309,0.441,0.221,3.66224096142938e-10,NA,"a",3.66224096142938e-10,0.178031636818309
"Lgals3",3.15149355021647e-14,0.114147370719906,0.605,0.355,4.55642937490298e-10,NA,"a",4.55642937490298e-10,0.114147370719906
"Sms",3.39054108266315e-14,0.193410273573718,0.262,0.102,4.90204429731438e-10,NA,"a",4.90204429731438e-10,0.193410273573718
"Rgs16",4.24239730917215e-14,0.186255182398667,0.12,0.02,6.1336580296011e-10,NA,"a",6.1336580296011e-10,0.186255182398667
"Serpina3g",5.19889018653833e-14,0.257439804356689,0.244,0.092,7.51655543169712e-10,NA,"a",7.51655543169712e-10,0.257439804356689
"Rbpj",6.23574382423963e-14,0.209118586041051,0.223,0.08,9.01563842108565e-10,NA,"a",9.01563842108565e-10,0.209118586041051
"Aplp2",7.23553390525544e-14,0.180476528526402,0.445,0.231,1.04611349202183e-09,NA,"a",1.04611349202183e-09,0.180476528526402
"Rpl36",7.57536493171332e-14,0.202155064078676,0.479,0.257,1.09524626182711e-09,NA,"a",1.09524626182711e-09,0.202155064078676
"Nsmaf",8.01512972748307e-14,0.221116607984912,0.438,0.231,1.1588274559995e-09,NA,"a",1.1588274559995e-09,0.221116607984912
"Shfm1",8.50225676574451e-14,0.217694729660205,0.473,0.262,1.22925628319134e-09,NA,"a",1.22925628319134e-09,0.217694729660205
"Rps19",1.20405357517339e-13,0.238312320344111,0.879,0.724,1.74082065898569e-09,NA,"a",1.74082065898569e-09,0.238312320344111
"Uqcr11",1.23389659558927e-13,0.20000220040878,0.523,0.291,1.78396769790297e-09,NA,"a",1.78396769790297e-09,0.20000220040878
"2010107E04Rik",1.2668521073775e-13,0.16895478734228,0.439,0.223,1.8316147768464e-09,NA,"a",1.8316147768464e-09,0.16895478734228
"Rplp2",1.36737032231464e-13,0.225996313250903,0.871,0.71,1.9769440120025e-09,NA,"a",1.9769440120025e-09,0.225996313250903
"Rpl37",1.69323788062604e-13,0.229255825603222,0.708,0.464,2.44808332780913e-09,NA,"a",2.44808332780913e-09,0.229255825603222
"Tuba1a",1.79314212914117e-13,0.265965142735864,0.609,0.374,2.5925248903123e-09,NA,"a",2.5925248903123e-09,0.265965142735864
"Cd48",1.83927245631318e-13,0.175026516444739,0.583,0.329,2.6592201173376e-09,NA,"a",2.6592201173376e-09,0.175026516444739
"Ptpn11",1.88786571481601e-13,0.308979270414898,0.509,0.291,2.72947625048099e-09,"Ptpn11","b",2.72947625048099e-09,0.308979270414898
"Rpl38",2.32502271098281e-13,0.211469663313032,0.633,0.391,3.36151783553895e-09,NA,"a",3.36151783553895e-09,0.211469663313032
"Rps29",2.67584790199793e-13,0.231720430859766,0.708,0.474,3.86874089670861e-09,NA,"a",3.86874089670861e-09,0.231720430859766
"Mmd",3.55464807172008e-13,0.156366952911903,0.242,0.092,5.13931018209289e-09,NA,"a",5.13931018209289e-09,0.156366952911903
"Prex1",3.78545671604579e-13,0.224213713104185,0.558,0.326,5.47301332005901e-09,NA,"a",5.47301332005901e-09,0.224213713104185
"Gimap3",3.92550054997221e-13,0.153231951096275,0.402,0.196,5.67548869514983e-09,NA,"a",5.67548869514983e-09,0.153231951096275
"Rab18",3.99465792502881e-13,0.151656907037572,0.321,0.143,5.77547642800665e-09,NA,"a",5.77547642800665e-09,0.151656907037572
"Clasp1",4.15437890528527e-13,0.184700261232594,0.409,0.207,6.00640102126144e-09,NA,"a",6.00640102126144e-09,0.184700261232594
"Tomm7",4.79316454388419e-13,0.159895055401897,0.261,0.107,6.92995729754776e-09,NA,"a",6.92995729754776e-09,0.159895055401897
"Serf1",4.90609297009095e-13,0.158009176870143,0.147,0.038,7.09322921615749e-09,NA,"a",7.09322921615749e-09,0.158009176870143
"Rbm17",5.45660698419907e-13,0.17585449232618,0.352,0.167,7.88916237775501e-09,NA,"a",7.88916237775501e-09,0.17585449232618
"Mrpl52",6.3952019482259e-13,0.153023788547787,0.364,0.174,9.246182976745e-09,NA,"a",9.246182976745e-09,0.153023788547787
"Tox",1.0400947119788e-12,0.212184163213777,0.329,0.155,1.50376893457894e-08,NA,"a",1.50376893457894e-08,0.212184163213777
"Ndufaf3",1.06104015096607e-12,0.145492224176861,0.15,0.04,1.53405185026674e-08,NA,"a",1.53405185026674e-08,0.145492224176861
"Tbx21",1.06860449089122e-12,0.181101892909054,0.209,0.075,1.54498837293052e-08,"Tbx21","b",1.54498837293052e-08,0.181101892909054
"Tbca",1.09666525089041e-12,0.150862151366842,0.256,0.104,1.58555861973736e-08,NA,"a",1.58555861973736e-08,0.150862151366842
"Cox5a",1.22508725538934e-12,0.199975663259424,0.648,0.398,1.77123115384191e-08,NA,"a",1.77123115384191e-08,0.199975663259424
"Mad2l1",1.28534483283667e-12,0.169300792436961,0.498,0.276,1.85835155931526e-08,NA,"a",1.85835155931526e-08,0.169300792436961
"Nme1",1.35052522034666e-12,0.217917614877533,0.783,0.537,1.9525893635772e-08,NA,"a",1.9525893635772e-08,0.217917614877533
"Stk39",1.49600999644603e-12,0.201575503041979,0.259,0.109,2.16293125286167e-08,NA,"a",2.16293125286167e-08,0.201575503041979
"Epb4.1l2",1.57573953948995e-12,0.137757441216221,0.402,0.201,2.27820422619457e-08,NA,"a",2.27820422619457e-08,0.137757441216221
"2700029M09Rik",1.79058932473481e-12,0.145347318859487,0.436,0.231,2.58883404570159e-08,NA,"a",2.58883404570159e-08,0.145347318859487
"Aida",1.94997643017734e-12,0.170899050710906,0.42,0.217,2.81927592275039e-08,NA,"a",2.81927592275039e-08,0.170899050710906
"Hip1",2.15457011748248e-12,0.211096497524121,0.23,0.091,3.11507747585617e-08,NA,"a",3.11507747585617e-08,0.211096497524121
"Pcmt1",2.49265848266389e-12,0.163515524828299,0.498,0.274,3.60388563423545e-08,NA,"a",3.60388563423545e-08,0.163515524828299
"Rps21",2.62995428457871e-12,0.19560094519784,0.903,0.732,3.8023879046439e-08,NA,"a",3.8023879046439e-08,0.19560094519784
"Lgals1",2.63864842624967e-12,0.20271872551837,0.967,0.932,3.81495789467178e-08,NA,"a",3.81495789467178e-08,0.20271872551837
"Rasa3",2.78265332045255e-12,0.235480882552823,0.626,0.389,4.0231601707103e-08,NA,"a",4.0231601707103e-08,0.235480882552823
"Rps26",2.88075332206946e-12,0.221794328427724,0.921,0.765,4.16499315304802e-08,NA,"a",4.16499315304802e-08,0.221794328427724
"Chdh",3.02721991595569e-12,0.126000259810291,0.117,0.024,4.37675455448874e-08,NA,"a",4.37675455448874e-08,0.126000259810291
"Ccnt1",3.0760067009334e-12,0.133455952123479,0.359,0.176,4.44729048820951e-08,NA,"a",4.44729048820951e-08,0.133455952123479
"Cd2",3.10996514339657e-12,-0.406170180865445,0.802,0.802,4.49638760432276e-08,"Cd2","c",4.49638760432276e-08,-0.406170180865445
"Rplp0",3.12136804171685e-12,-0.171600536819053,0.998,0.996,4.51287391471423e-08,NA,"a",4.51287391471423e-08,-0.171600536819053
"Agpat4",3.38917238052871e-12,0.158937200229905,0.348,0.167,4.90006542776841e-08,NA,"a",4.90006542776841e-08,0.158937200229905
"Anp32b",3.85086961328977e-12,0.229104606574773,0.841,0.622,5.56758728689434e-08,NA,"a",5.56758728689434e-08,0.229104606574773
"Dap",4.27578255726648e-12,0.181920276926571,0.433,0.23,6.18192642129588e-08,NA,"a",6.18192642129588e-08,0.181920276926571
"Gimap9",5.07286217852299e-12,0.139393690720098,0.394,0.2,7.33434413770854e-08,NA,"a",7.33434413770854e-08,0.139393690720098
"Pik3cg",5.20884851239381e-12,0.126207487113335,0.397,0.201,7.53095317921898e-08,NA,"a",7.53095317921898e-08,0.126207487113335
"Ppp3r1",5.4338704626669e-12,0.167359153106542,0.405,0.211,7.8562899149238e-08,NA,"a",7.8562899149238e-08,0.167359153106542
"Ppdpf",6.26317870526343e-12,0.156595547576225,0.242,0.1,9.05530377206987e-08,NA,"a",9.05530377206987e-08,0.156595547576225
"Nemf",6.49002930044611e-12,0.130445403400395,0.342,0.167,9.38328436258499e-08,NA,"a",9.38328436258499e-08,0.130445403400395
"Rbbp8",8.31122706281514e-12,0.140257193708197,0.376,0.19,1.20163720874181e-07,NA,"a",1.20163720874181e-07,0.140257193708197
"Lmnb1",1.02549646602437e-11,0.198874746859216,0.886,0.708,1.48266279057804e-07,NA,"a",1.48266279057804e-07,0.198874746859216
"Ccnd3",1.13995027826948e-11,0.239680308356352,0.636,0.42,1.64814011232201e-07,NA,"a",1.64814011232201e-07,0.239680308356352
"Cenpe",1.21460731187691e-11,0.184390672857982,0.526,0.311,1.75607925151163e-07,NA,"a",1.75607925151163e-07,0.184390672857982
"Cd53",1.25290295600448e-11,-0.452829563498191,0.583,0.638,1.81144709379128e-07,NA,"a",1.81144709379128e-07,-0.452829563498191
"Clic4",1.38547765537454e-11,0.143709550846211,0.361,0.181,2.00312359414051e-07,NA,"a",2.00312359414051e-07,0.143709550846211
"Cdc42se1",1.44733397172258e-11,0.20490442045427,0.652,0.415,2.09255545631651e-07,NA,"a",2.09255545631651e-07,0.20490442045427
"Mief1",1.48056495065554e-11,0.164661700072415,0.23,0.095,2.14060080565778e-07,NA,"a",2.14060080565778e-07,0.164661700072415
"H2-Q6",1.53647337832996e-11,0.157670056445147,0.498,0.279,2.22143321038945e-07,NA,"a",2.22143321038945e-07,0.157670056445147
"Npepps",1.65635151133491e-11,0.122753527780938,0.335,0.164,2.39475301508802e-07,NA,"a",2.39475301508802e-07,0.122753527780938
"Ccnc",1.7203628911705e-11,0.140086367356859,0.224,0.091,2.48730066805431e-07,NA,"a",2.48730066805431e-07,0.140086367356859
"Phf11b",1.73324754696175e-11,0.148303771194322,0.385,0.198,2.5059293033973e-07,NA,"a",2.5059293033973e-07,0.148303771194322
"Ndufa12",1.73493792371387e-11,0.132824607314336,0.368,0.187,2.50837325010551e-07,NA,"a",2.50837325010551e-07,0.132824607314336
"Trat1",1.75446938682565e-11,-0.341380086733869,0.062,0.173,2.53661183947253e-07,NA,"a",2.53661183947253e-07,-0.341380086733869
"Cse1l",1.76745957860999e-11,0.181434363301412,0.548,0.324,2.55539305875432e-07,NA,"a",2.55539305875432e-07,0.181434363301412
"Pdcd1",1.82129996056787e-11,0.183145340537503,0.315,0.154,2.63323548298902e-07,NA,"a",2.63323548298902e-07,0.183145340537503
"Gfod1",1.87405467188826e-11,0.133955637412724,0.168,0.056,2.70950824461605e-07,NA,"a",2.70950824461605e-07,0.133955637412724
"Kcnn4",2.35850317380982e-11,0.146832898303576,0.547,0.326,3.40992388869424e-07,NA,"a",3.40992388869424e-07,0.146832898303576
"Zdhhc2",2.54851239359297e-11,0.101724057817328,0.442,0.235,3.68463921865671e-07,NA,"a",3.68463921865671e-07,0.101724057817328
"Itgav",2.62865771539135e-11,0.127055133865639,0.245,0.105,3.80051332491282e-07,NA,"a",3.80051332491282e-07,0.127055133865639
"Uqcr10",2.98955618681273e-11,0.143149434342385,0.53,0.305,4.32230033489385e-07,NA,"a",4.32230033489385e-07,0.143149434342385
"Ncf4",3.01281701354036e-11,0.172123818247683,0.412,0.224,4.35593083817666e-07,NA,"a",4.35593083817666e-07,0.172123818247683
"Noc3l",3.09490270239831e-11,0.11930439740179,0.203,0.077,4.47461032712748e-07,NA,"a",4.47461032712748e-07,0.11930439740179
"Mdm1",3.28016659097031e-11,0.101370307705192,0.153,0.047,4.74246485722487e-07,NA,"a",4.74246485722487e-07,0.101370307705192
"Rps27l",3.49471077292213e-11,0.156490512634068,0.471,0.265,5.05265283549082e-07,NA,"a",5.05265283549082e-07,0.156490512634068
"Srcap",3.69704010083524e-11,0.134010952975507,0.417,0.221,5.34518057778759e-07,NA,"a",5.34518057778759e-07,0.134010952975507
"Osbpl3",3.93329615349889e-11,0.133137250624012,0.411,0.221,5.6867595787287e-07,NA,"a",5.6867595787287e-07,0.133137250624012
"Cetn3",4.01580515002671e-11,0.109260914300058,0.297,0.138,5.80605108590862e-07,NA,"a",5.80605108590862e-07,0.109260914300058
"Pip4k2a",4.05425789664554e-11,0.176402356768466,0.376,0.201,5.86164606697012e-07,NA,"a",5.86164606697012e-07,0.176402356768466
"Emp3",4.19866252669318e-11,0.167383284404497,0.611,0.372,6.070426281093e-07,NA,"a",6.070426281093e-07,0.167383284404497
"Tspan13",4.82763508789904e-11,0.150673467090705,0.352,0.181,6.97979481008444e-07,NA,"a",6.97979481008444e-07,0.150673467090705
"Tuba1b",5.11387514033963e-11,0.191336047926861,0.792,0.598,7.39364067790304e-07,NA,"a",7.39364067790304e-07,0.191336047926861
"Ski",5.15342004062423e-11,0.0908393593738439,0.456,0.249,7.45081469473451e-07,NA,"a",7.45081469473451e-07,0.0908393593738439
"Prr11",5.17940265939648e-11,0.189443251492287,0.339,0.174,7.48838036495542e-07,NA,"a",7.48838036495542e-07,0.189443251492287
"Phlda1",5.34792748332154e-11,0.138118485921556,0.114,0.027,7.73203355538628e-07,NA,"a",7.73203355538628e-07,0.138118485921556
"Ctsb",5.79860009974515e-11,0.15372557922015,0.858,0.673,8.38361602421154e-07,NA,"a",8.38361602421154e-07,0.15372557922015
"Nfkb1",5.97699018650549e-11,0.242822999794349,0.762,0.547,8.64153241164963e-07,NA,"a",8.64153241164963e-07,0.242822999794349
"Ccdc50",6.13502415831044e-11,0.194079724371386,0.295,0.144,8.87001792808523e-07,NA,"a",8.87001792808523e-07,0.194079724371386
"Dlat",6.41290181079035e-11,0.151754409934423,0.336,0.169,9.27177343804069e-07,NA,"a",9.27177343804069e-07,0.151754409934423
"Hist2h2ac",6.49417527036888e-11,0.190658905094338,0.327,0.168,9.38927860589932e-07,NA,"a",9.38927860589932e-07,0.190658905094338
"Rgs3",7.57949665694846e-11,0.11407189943585,0.161,0.053,1.09584362666161e-06,NA,"a",1.09584362666161e-06,0.11407189943585
"Commd1",8.16836524159154e-11,0.146994287576041,0.2,0.078,1.1809822466293e-06,NA,"a",1.1809822466293e-06,0.146994287576041
"Tjp2",8.72456987648421e-11,0.196582982900135,0.373,0.202,1.26139831274209e-06,NA,"a",1.26139831274209e-06,0.196582982900135
"Syne3",9.49962326345978e-11,0.121421812045695,0.42,0.23,1.37345553143101e-06,NA,"a",1.37345553143101e-06,0.121421812045695
