"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","otherlog"
"Kif4",2.51632414746573e-05,-0.066040789828998,0.306,0.415,0.36967318050419,-0.167911
"Vps72",2.52050076772936e-05,-0.0717190956528085,0.149,0.223,0.37028676778712,0.196447
"Wdr33",2.53036052218175e-05,-0.0610598496051119,0.339,0.443,0.371735264313721,-0.00525974
"Ppp1r35",2.54194609902147e-05,-0.0748173654798995,0.148,0.222,0.373437301407245,0.286457
"Foxm1",2.55511454397312e-05,-0.0437035206267186,0.203,0.289,0.375371877655091,-0.731232
"Mapre1",2.56130953110249e-05,-0.0978110110087103,0.543,0.664,0.376281983214267,-0.24261
"Cenpm",2.57911556799302e-05,-0.0863813216458169,0.119,0.187,0.378897868093854,-0.0961222
"Ddx28",2.59856364020003e-05,-0.073441503115065,0.121,0.189,0.381754984381786,-0.0806476
"Net1",2.60411568570086e-05,-0.0496795685533106,0.193,0.275,0.382570635386313,-0.316676
"Prkaca",2.61004946183926e-05,-0.076082261532119,0.219,0.309,0.383442366438805,0.0239158
"Stard3nl",2.66439293607247e-05,-0.0687310171965932,0.158,0.234,0.391425966238407,-0.00721401
"Ranbp2",2.67413293692262e-05,-0.0882153623847122,0.616,0.741,0.392856869763302,-0.358898
"Wdr89",2.67882811563818e-05,-0.052511763750931,0.14,0.216,0.393546638468405,-0.063591
"2310061I04Rik",2.69311068184049e-05,-0.0583758551288927,0.099,0.163,0.395644890269186,-0.477632
"Agfg2",2.70531087699905e-05,-0.0706081039497937,0.175,0.257,0.397437220939931,-1.04952
"Smek1",2.75606431106396e-05,-0.0894992769107819,0.422,0.535,0.404893407938406,NA
"Dscc1",2.75968423976841e-05,-0.0667694176850169,0.091,0.154,0.405425211664378,-0.530617
"BC031181",2.80793322033367e-05,-0.094096975361817,0.255,0.345,0.41251346939922,0.219937
"Osbpl3",2.82581405836558e-05,-0.0607842913278853,0.125,0.197,0.415140343314487,-1.60562
"Pgls",2.8378562825605e-05,-0.0726902825749336,0.352,0.467,0.416909466470962,-0.0439467
"Pck2",2.85412286749334e-05,-0.0779966413704288,0.112,0.179,0.419299190463447,0.0570265
"Mrpl14",2.86946000365336e-05,-0.0713043318639496,0.206,0.288,0.421552369136716,0.0979726
"Tnfrsf13b",2.90553342392846e-05,-0.0810788904396412,0.149,0.225,0.426851915309331,1.03863
"Fam192a",2.90922190647954e-05,-0.0354543053458027,0.201,0.287,0.42739379028091,0.157528
"Arhgap31",2.91040630847665e-05,0.120120127899502,0.128,0.081,0.427567790778304,0.0339041
"Ppp1r15b",2.92944889984008e-05,-0.0799617443774748,0.443,0.556,0.430365337875506,-0.742153
"Rbmxl1",2.95103207037576e-05,-0.0868199761932108,0.158,0.229,0.433536121458903,-0.564241
"Atp10a",2.95281055288026e-05,-0.0616378436484173,0.218,0.307,0.433797398323638,-1.27395
"Ap2s1",2.96776739564425e-05,-0.0847798784324862,0.555,0.704,0.435994708094097,0.277536
"Usp7",2.96813155824929e-05,-0.0915205858771049,0.599,0.692,0.436048207222403,-0.335574
"Mfsd7b",2.96987841153313e-05,-0.0692301062653221,0.109,0.175,0.436304837438332,NA
"Sytl3",2.97613661306771e-05,-0.0815456103065899,0.169,0.244,0.437224229825778,-0.405038
"Impdh2",3.00410354974466e-05,-0.0603130591040617,0.091,0.153,0.441332852492988,-0.600635
"Acadm",3.004759912457e-05,-0.0462242942281746,0.149,0.227,0.441429278739058,0.201485
"Vimp",3.00790085858282e-05,-0.080677200131033,0.266,0.359,0.441890715134402,NA
"Nsf",3.01206301565734e-05,-0.0798018984278889,0.296,0.39,0.442502177630219,-0.0747811
"Wbscr16",3.01362917248766e-05,-0.0657290367435909,0.124,0.193,0.442732261730162,NA
"Plcg2",3.02084611075019e-05,-0.0692693408371236,0.064,0.119,0.443792502130311,0.13223
"Ganab",3.02272877143555e-05,-0.0909704076201454,0.418,0.528,0.444069083811596,-0.114106
"Pigk",3.05185599162311e-05,-0.092563797564118,0.242,0.326,0.44834816372935,-0.173912
"Vim",3.06326274246396e-05,-0.0807467708629912,0.731,0.864,0.45002392949538,-0.794422
"Fbxw11",3.06931004829003e-05,-0.059505903951551,0.257,0.348,0.450912339194288,-0.54968
"Tmem208",3.06969338109851e-05,-0.0731881300960207,0.285,0.378,0.450968654617182,0.340465
"N6amt2",3.09537009882943e-05,-0.0809517398562401,0.179,0.257,0.454740821219031,NA
"Zfp646",3.09726762021828e-05,0.192128277099749,0.324,0.269,0.455019586086267,-0.217666
"Anapc7",3.1427688117041e-05,-0.0610452572897047,0.346,0.453,0.461704166127449,0.075624
"Uhmk1",3.15388417551668e-05,-0.0970966862792111,0.496,0.612,0.463337124225156,-0.834942
"Xrcc2",3.19503240643585e-05,-0.0672398763531447,0.069,0.125,0.469382210829491,-0.873807
"Alkbh8",3.1952702844085e-05,-0.0618219389878164,0.143,0.216,0.469417157482453,-0.0576591
"Nfs1",3.20535431890443e-05,-0.0764262840272967,0.237,0.324,0.47089860299025,0.213178
"Zfp36l1",3.23546020334107e-05,0.182052195405285,0.26,0.2,0.475321458472836,0.174149
"Lsmd1",3.23881548768642e-05,-0.0686851643370837,0.307,0.409,0.475814383296012,NA
"Cdk11b",3.24475208303165e-05,-0.0737086291281072,0.348,0.462,0.47668652851818,0.45003
"Rab11a",3.29581747470197e-05,-0.0897226712227798,0.355,0.461,0.484188545208466,0.256778
"Slc43a2",3.34868273754167e-05,0.2176860340694,0.331,0.276,0.491954980972247,0.480833
"Zfp35",3.35667814090876e-05,-0.0665940353836926,0.085,0.145,0.493129585680905,-0.319801
"Mycbp2",3.36503593071228e-05,0.226747312635013,0.669,0.669,0.494357428580942,0.277528
"Anln",3.36930338439481e-05,-0.0711451978323927,0.152,0.227,0.494984360201441,-0.897469
"Lamtor2",3.37758751349416e-05,-0.0730055742919785,0.275,0.373,0.496201381607427,0.410217
"Tefm",3.38103086491443e-05,-0.0436914818931523,0.06,0.113,0.496707244364579,-0.0301311
"Tsta3",3.39726634133365e-05,-0.0887026032834508,0.204,0.282,0.499092398205327,0.15092
"Lrrc61",3.40296808778774e-05,0.140024647076658,0.127,0.082,0.499930041776897,0.853663
"Spg21",3.40455911477961e-05,-0.0759003428116279,0.237,0.328,0.500163779552272,0.0304993
"Srek1",3.42207502376427e-05,-0.0590966205089859,0.187,0.271,0.50273704174121,0.241652
"Ptpn11",3.42303053295164e-05,-0.0806848318262114,0.325,0.428,0.502877415595926,-0.36684
"Adpgk",3.4477027101031e-05,-0.0594495746957408,0.093,0.155,0.506502005141246,0.250044
"Trim35",3.46186636126086e-05,-0.0644655662292783,0.23,0.316,0.508582787132833,-0.263354
"Npat",3.46652434440234e-05,-0.0695235044993254,0.201,0.286,0.509267091436148,-0.615034
"Srrm2",3.4739337521221e-05,0.171206462292753,0.791,0.81,0.510355607524258,0.15825
"Ralbp1",3.47585113928215e-05,-0.0946010640595162,0.433,0.541,0.510637290871941,0.151538
"Bckdk",3.48972216788494e-05,-0.0803100976659187,0.237,0.323,0.512675083683976,-0.04608
"Pnpo",3.50210299354225e-05,-0.0760174703666816,0.14,0.211,0.514493950781292,0.304441
"Cul4b",3.51134975530624e-05,-0.054529455354504,0.304,0.408,0.51585239255204,-0.48859
"Suv420h1",3.51260468249306e-05,0.222266507891493,0.294,0.239,0.516036753905056,NA
"Cdr2",3.55427910993863e-05,-0.0648710742559508,0.06,0.112,0.522159144041084,-1.03389
"Timmdc1",3.5866809661634e-05,-0.0812872373568556,0.107,0.171,0.526919300739065,-0.57968
"Bora",3.59982431882463e-05,-0.0602454556392916,0.155,0.231,0.528850190678527,0.00397602
"Mtf1",3.62066495103225e-05,-0.048721691390804,0.14,0.212,0.531911887956148,-0.450392
"Ska1",3.63648440764537e-05,-0.0944237581635364,0.194,0.272,0.534235924327181,-0.749865
"Chchd6",3.64372003837416e-05,-0.0995865579406225,0.101,0.16,0.535298910837548,0.144992
"Ogfod1",3.64501827758921e-05,-0.0715420562906857,0.13,0.198,0.535489635160632,-0.0317618
"Unc119",3.67928230961054e-05,-0.0736836344941962,0.121,0.188,0.540523364104885,0.502326
"Gnl3l",3.6877246197744e-05,-0.0735695821362214,0.401,0.516,0.541763623891056,-0.822703
"Nipa2",3.73097319839688e-05,-0.0626296216660436,0.179,0.258,0.548117272576485,-1.34853
"Egln1",3.73989995807598e-05,-0.0757101350205354,0.396,0.518,0.549428702840942,-0.870551
"Aip",3.74402907597495e-05,-0.0671370160320173,0.381,0.497,0.55003531155148,0.169632
"Mff",3.77589440946437e-05,-0.0603145656822877,0.33,0.439,0.55471664769441,0.169601
"Rfwd3",3.77960445375587e-05,-0.0708011016356023,0.304,0.415,0.555261690301275,-0.8907
"Riok1",3.80565621587265e-05,-0.073980153065881,0.255,0.344,0.559088954673851,0.385663
"Alg10b",3.81452692129563e-05,-0.0573425072108108,0.143,0.218,0.560392150007542,-1.75976
"Adk",3.8175057202904e-05,-0.0436262487954766,0.306,0.408,0.560829765367863,0.0204008
"Tmem167",3.81930910250861e-05,-0.0578641862257884,0.34,0.452,0.56109470024954,-0.139704
"Uap1",3.83031519344087e-05,-0.0679203339249189,0.149,0.222,0.562711605068398,-0.398665
"Snapc4",3.83899856173777e-05,-0.0757894783131964,0.087,0.145,0.563987278704895,0.00448001
"Fbl",3.84569909641842e-05,-0.0741370439925297,0.106,0.168,0.56497165425483,-0.432865
"Eya3",3.85442863475912e-05,-0.0585465775919355,0.178,0.256,0.566254110732462,-0.175552
"Lrr1",3.88737258374385e-05,-0.0979078567549482,0.097,0.155,0.571093906277809,-1.26668
"Rps28",3.89125905077723e-05,-0.089251416543042,0.169,0.242,0.571664867149683,0.439887
"Mrpl27",3.89333416721913e-05,-0.0758923924306256,0.199,0.279,0.571969722506163,0.236163
"Abl2",3.89957121831984e-05,-0.0216679368586972,0.166,0.249,0.572886007683367,0.359072
"Tcf19",3.90048007220317e-05,-0.0841811078634201,0.246,0.334,0.573019527407368,-0.554949
"H2afx",3.94158436801493e-05,-0.0782659819300874,0.225,0.314,0.579058159505073,NA
"Ggps1",3.95024263936487e-05,-0.0583338428838539,0.082,0.141,0.580330146149093,0.00107011
"Anapc16",3.95559919969316e-05,-0.0776247780559615,0.267,0.351,0.581117078426923,0.428409
"Bnip2",4.05625999947654e-05,-0.0751082454984476,0.433,0.545,0.595905156523098,-0.204894
"Trub2",4.08321309178517e-05,-0.0678337709466556,0.121,0.188,0.599864835314159,-0.156149
"Rgs19",4.09375229968427e-05,-0.0610070534878008,0.282,0.378,0.601413150346616,-0.136188
"Pigu",4.09711308663175e-05,-0.0839055726924511,0.094,0.153,0.60190688355707,0.00268566
"Sar1a",4.1575127259104e-05,-0.0770055238550058,0.503,0.612,0.610780194563497,-0.240256
"Dock8",4.192731440094e-05,0.190036812534512,0.619,0.608,0.61595417586421,0.611584
"Gm8730",4.19785059693483e-05,-0.0781168053484052,0.133,0.201,0.616706231195696,NA
"Gtf2h3",4.21642559731565e-05,-0.0595625781370301,0.17,0.247,0.619435084501642,-0.154306
"Kpna6",4.21714330286021e-05,-0.0777309869983463,0.196,0.276,0.619540522623193,-0.105003
"Zcchc11",4.25077443192289e-05,0.193162920237274,0.563,0.546,0.624481271793792,NA
"Ddit4",4.33457014043491e-05,-0.160581302138865,0.567,0.687,0.636791699331292,0.459861
"Chuk",4.36809688687686e-05,-0.0533963695750013,0.263,0.362,0.64171711365108,-0.267406
"Fam92a",4.36943703981152e-05,-0.0790245200916049,0.115,0.179,0.64191399551871,0.119922
"Man1a2",4.38985358159616e-05,-0.048073151145444,0.3,0.404,0.644913389672291,-0.349338
"Fuca1",4.47566155730649e-05,-0.117358008706811,0.351,0.444,0.657519439383896,0.104542
"Nipal3",4.54597817063448e-05,0.126025416360943,0.254,0.193,0.667849653047911,-0.0588675
"Micu1",4.56975286018674e-05,-0.0732247689259812,0.134,0.203,0.671342392690033,0.0250359
"Fam188a",4.57864168426064e-05,-0.0885222696903365,0.173,0.245,0.67264824983473,NA
"Slc5a3",4.59672361745149e-05,-0.0488844749814852,0.085,0.146,0.675304666639798,0.0123463
"Rgl2",4.61539441950341e-05,0.174450920989189,0.237,0.18,0.678047594169245,0.51707
"Wwp1",4.62025936017257e-05,-0.075571338209415,0.161,0.233,0.678762302602952,-0.226742
"Slc35f2",4.6267037650391e-05,-0.0625628286077984,0.099,0.162,0.679709050121895,0.163304
"Rpl15",4.62752702254251e-05,-0.0872251233837175,0.179,0.252,0.679829994881719,0.031483
"Mgme1",4.63691008128073e-05,-0.0680946225162145,0.075,0.131,0.681208460040951,-0.500055
"Trappc5",4.65292409568467e-05,-0.0494221140806756,0.234,0.327,0.683561078897035,-0.0848548
"Siah2",4.67145614128961e-05,-0.0593398750082374,0.054,0.104,0.686283621716857,-0.772848
"Mrpl10",4.68045739523778e-05,-0.0773478815123697,0.207,0.287,0.687605995934382,0.140634
"Ammecr1",4.72083187758679e-05,-0.0461362235345329,0.13,0.2,0.693537411136276,-0.355756
"B4galt5",4.73895347857082e-05,-0.0527243099729089,0.319,0.424,0.69619965553684,-0.483088
"Tmem209",4.7533617075285e-05,-0.0657051100458446,0.172,0.248,0.698316368453012,-0.0263567
"Cd84",4.80441718936608e-05,0.179346927316662,0.264,0.208,0.705816929289771,0.706605
"1600014C10Rik",4.81422014344576e-05,0.186220292437584,0.282,0.227,0.707257081273617,0.365705
"Adam19",4.83060143814871e-05,-0.072214324830163,0.357,0.456,0.709663657278427,-0.0287281
"D11Wsu47e",4.84305308710366e-05,-0.0465992605191161,0.051,0.101,0.711492929026399,-0.134165
"Ctnna1",4.85383248958315e-05,-0.0799720104683204,0.21,0.291,0.71307653104466,0.0788131
"Ap3m2",4.85977122773154e-05,0.102487221947957,0.119,0.075,0.713948991066041,0.433005
"Cd37",4.86390341733759e-05,0.200467289781001,0.33,0.28,0.714556051041065,1.19621
"Dgcr6",4.86475019009527e-05,-0.0856669540592927,0.151,0.22,0.714680450426896,-0.40689
"Iigp1",4.87533538251854e-05,-0.0881587997654578,0.137,0.209,0.716235521045798,-0.0282349
"Ubxn2a",4.91982002092119e-05,-0.0824373029388628,0.133,0.201,0.722770759273532,-0.387869
"Mrpl44",5.0031831946287e-05,-0.0867548339463723,0.182,0.255,0.735017643122903,0.150014
"Filip1l",5.01397922513684e-05,-0.12494411522707,0.14,0.206,0.736603687964853,0.116469
"Slmap",5.01648893631744e-05,-0.0592933965257758,0.343,0.447,0.736972389634395,-0.13945
"Tbcel",5.01950287588248e-05,0.174553869375214,0.29,0.234,0.737415167495895,0.339679
"Fzr1",5.02889319427653e-05,-0.0639169974924954,0.264,0.36,0.738794699171164,-0.402915
"Glo1",5.03000456016472e-05,-0.0695194340663727,0.17,0.246,0.738957969933799,0.119902
"Nnt",5.04139666138977e-05,-0.0739913630229445,0.128,0.195,0.740631583524771,0.373604
"Nono",5.07728209491338e-05,-0.0791788231919812,0.503,0.62,0.745903512563725,-0.163532
"Ppp1cb",5.11422099599777e-05,-0.0866181917062288,0.579,0.695,0.751330206522032,-0.298437
"Hipk1",5.1279204207281e-05,0.171251158477784,0.636,0.625,0.753342789009165,-0.359695
"Arhgap19",5.130598386738e-05,-0.0578404422013199,0.225,0.316,0.753736208995679,-0.986133
"Slc35a1",5.17125692847031e-05,-0.05410524566418,0.099,0.163,0.759709355361573,0.192219
"Prdm2",5.2316458883393e-05,0.222376272816614,0.394,0.356,0.768581097455927,0.181561
"Hsbp1",5.25349898478672e-05,-0.0481050626679989,0.257,0.356,0.771791535855018,0.648268
"Tmem63a",5.33549852626833e-05,0.121738751059007,0.131,0.085,0.78383808849408,0.479828
"Pnpla7",5.37439666490296e-05,0.180835613895549,0.166,0.117,0.789552614040894,0.194135
"Wbp5",5.40240255543781e-05,-0.0624944452523654,0.122,0.189,0.793666959419369,NA
"Gon4l",5.40617507665502e-05,-0.0810030040716815,0.204,0.288,0.794221180511389,0.121325
"Gm2000",5.42034480089608e-05,-0.0881816760455583,0.391,0.502,0.796302854699643,NA
"Trp53bp1",5.43369867308513e-05,-0.0654146685909268,0.206,0.288,0.798264672062936,-0.0567297
"Tmem131",5.47499684189706e-05,-0.0704471105317727,0.299,0.398,0.804331786043097,-0.125404
"Mrm1",5.48208509975682e-05,-0.0631762623230792,0.052,0.101,0.805373122005275,-0.34278
"Rabep1",5.49891066493881e-05,-0.0807787468002764,0.199,0.277,0.80784496578616,0.40135
"Hist2h2ac",5.5349835408985e-05,-0.0738998669005231,0.127,0.191,0.813144431993399,NA
"Hist2h2bb",5.53949624424785e-05,-0.0627846255377883,0.169,0.244,0.813807393242452,NA
"Spc25",5.57562378713417e-05,-0.0720428045046681,0.194,0.278,0.819114890567881,-0.521994
"Tgs1",5.59134518230245e-05,-0.0389760104930116,0.188,0.273,0.821424520732052,0.322806
"Foxred1",5.59277296673284e-05,-0.0663302047325859,0.121,0.187,0.821634276542722,-0.125006
"Cep78",5.66565135517741e-05,-0.0470333468426344,0.072,0.126,0.832340840589114,-0.228174
"Lax1",5.68991328930118e-05,0.191107781581075,0.248,0.191,0.835905161331237,0.255678
"Rtn4",5.69206366516228e-05,-0.0756733039696206,0.407,0.512,0.83622107304899,-0.0794681
"Vapb",5.75544695984821e-05,-0.0705264030098846,0.363,0.469,0.845532712871301,-0.772618
"Slc20a1",5.77535051587765e-05,-0.0365879002511134,0.306,0.41,0.848456744287586,-0.391135
"Peo1",5.80782878898536e-05,-0.0468558034412331,0.101,0.165,0.85322812738984,NA
"Tnfaip8l2",5.82273505699114e-05,0.147956408144193,0.306,0.245,0.855418007222569,0.215673
"0610037L13Rik",5.85583601059625e-05,-0.0753985626328563,0.131,0.198,0.860280868316695,NA
"Tmem184b",5.86841340349309e-05,-0.0543047448085739,0.063,0.117,0.86212861310717,-0.379777
"Med19",5.89265082842371e-05,-0.0645263759712736,0.119,0.186,0.865689333203727,-0.170032
"Rsrc1",5.89596858281809e-05,-0.0905293981587297,0.178,0.248,0.866176744501806,0.123673
"Zdhhc16",5.9146587793635e-05,-0.0816840959156231,0.154,0.225,0.868922521276292,0.124076
"Akip1",5.93776167992112e-05,-0.0904506923859444,0.169,0.238,0.872316568397212,-0.11657
"Kif18a",5.94870000180379e-05,-0.0587448178935723,0.14,0.212,0.873923517264995,0.0854822
"Ing5",5.97282962836194e-05,-0.0548987042883414,0.173,0.25,0.877468400702652,-0.137238
"Rcn3",6.04726747056285e-05,0.144811811877621,0.227,0.171,0.888404064100389,0.892166
"Cep57",6.08202098799616e-05,-0.064931641489646,0.255,0.341,0.893509703346516,0.0912272
"Snai3",6.16449559316356e-05,0.106089458281507,0.139,0.092,0.905626047591658,0.420656
"Ept1",6.17801800459066e-05,-0.0785486696546829,0.185,0.261,0.907612625054413,NA
"Nras",6.21422614141375e-05,-0.0920232812045115,0.472,0.587,0.912931962435094,-0.416994
"Hmox2",6.22045094701012e-05,-0.067023444460907,0.33,0.439,0.913846448625257,0.359353
"Cenpc1",6.22066673038157e-05,-0.0932259595140009,0.182,0.254,0.913878149360357,0.232466
"Sgol1",6.35820546839047e-05,-0.0740059040650832,0.203,0.282,0.934083965361245,NA
"Ubash3b",6.38244194985375e-05,0.173794237471295,0.316,0.263,0.937644546853015,0.845966
"Dnaja1",6.38308890803817e-05,-0.0759462286355823,0.199,0.276,0.937739591479888,-0.149526
"F2rl1",6.38615651474543e-05,0.149264115282953,0.143,0.097,0.938190253581251,-0.574164
"Hook2",6.4114246059216e-05,-0.0655296921940079,0.057,0.106,0.941902388855942,0.130196
"Mdfic",6.41887536558213e-05,-0.05389305480388,0.152,0.226,0.94299697995767,-0.567625
"Wdr53",6.49181908889183e-05,-0.0634141717987125,0.07,0.124,0.953713142349099,-0.0800336
"Cisd2",6.53524315343703e-05,-0.0683359405559189,0.339,0.445,0.960092571671434,-0.38337
"Gfm2",6.58106211479394e-05,-0.0346078172171874,0.188,0.271,0.966823835284378,0.113058
"Cox19",6.66791816430589e-05,-0.0542932177289471,0.139,0.208,0.979583857518179,-0.00997647
"Plin2",6.68797361628671e-05,-0.046651407438671,0.078,0.134,0.98253020396868,0.513916
"Map2k1",6.69037803887539e-05,-0.0567651392750701,0.266,0.355,0.982883437691183,-0.0982651
"Yif1a",6.76111902571888e-05,-0.0605271263681292,0.128,0.196,0.993275996068361,0.0657978
"Tra2b",6.77285741601447e-05,-0.077270390286962,0.301,0.398,0.995000482986686,-0.812621
"Cbfb",6.8678884403849e-05,-0.0843007444593726,0.473,0.591,1,-0.541595
"Pdxdc1",6.89350043743886e-05,-0.0361104354888918,0.203,0.284,1,-0.0112006
"Angptl4",6.93744774441021e-05,-0.0610013044056997,0.055,0.104,1,-0.433018
"Tbx21",6.94598966179889e-05,-0.0673495994607168,0.175,0.255,1,-0.412719
"Nt5c2",7.09942446198563e-05,-0.0578436641898851,0.191,0.272,1,-0.161634
"Nucb1",7.10956707083641e-05,-0.0793200493832587,0.358,0.459,1,0.266253
"Wdr6",7.14255383998402e-05,-0.0614382446064755,0.228,0.312,1,-0.0114744
"Chpf",7.15339184095912e-05,-0.0533065051594258,0.066,0.119,1,-0.536913
"Ormdl2",7.17655275145268e-05,-0.0828366321386923,0.137,0.203,1,-0.0161767
"Pagr1a",7.17677802532333e-05,-0.0556799089613017,0.237,0.322,1,0.104294
"Preb",7.18216644196724e-05,-0.0622596979720976,0.31,0.409,1,0.159835
"Txndc9",7.21838252067951e-05,-0.0916897334039294,0.29,0.379,1,0.133148
"Skp2",7.29906366556897e-05,-0.065138318254987,0.069,0.12,1,-1.31465
"Rps23",7.31544403310835e-05,-0.0639073727413218,0.063,0.113,1,0.381201
"Enkd1",7.34546466579849e-05,-0.0805057465499782,0.087,0.141,1,-0.305783
"Zdhhc8",7.36639944293202e-05,-0.0589444890379156,0.103,0.165,1,-0.0763829
"Ufsp2",7.42041426696199e-05,-0.076243800985835,0.163,0.233,1,0.0711029
"Atg2b",7.43550373406575e-05,-0.0557484334306106,0.178,0.257,1,-0.522263
"Pdik1l",7.4714950177438e-05,-0.0494842982977257,0.149,0.221,1,-0.737842
"Mrps16",7.54322371712682e-05,-0.0600894546577668,0.257,0.342,1,0.281217
"Ksr1",7.54971282599406e-05,-0.0648440022770924,0.094,0.154,1,-0.535409
"Lrrc28",7.55475158013118e-05,-0.110460732685326,0.09,0.145,1,0.710637
"Mccc1",7.56279295147289e-05,-0.0475229330092594,0.087,0.144,1,0.992942
"Ndufs3",7.65054092470801e-05,-0.0835360223964094,0.278,0.368,1,0.166351
"Pdp2",7.72591441997581e-05,-0.0513922787132637,0.072,0.125,1,-1.21719
"Polr2i",7.83690642705152e-05,-0.050498906265872,0.188,0.266,1,0.191157
"Clstn1",7.90215787856431e-05,-0.068635331762098,0.139,0.206,1,0.0615754
"Gpi1",7.96140369239258e-05,0.111240686329837,0.864,0.877,1,-0.337992
"Serpinb6a",7.97891072353733e-05,-0.0852915651863915,0.239,0.319,1,0.287949
"Tmem127",8.0960730694539e-05,0.14342677386228,0.363,0.305,1,0.0826488
"Ptpn7",8.15503377861619e-05,-0.073614966979623,0.469,0.587,1,0.253776
"Ap2m1",8.24103664753491e-05,-0.0759889147589469,0.204,0.278,1,0.186989
"St8sia4",8.24534289112564e-05,0.17745389606393,0.342,0.29,1,0.0610986
"Rpgrip1",8.28359526985938e-05,-0.0431712062487056,0.124,0.189,1,0.0573861
"Rab10",8.28876357732087e-05,-0.0946453430243195,0.622,0.721,1,-0.0118827
"Rbfa",8.29688165109541e-05,-0.0517263067671634,0.294,0.395,1,0.0536131
"Rnf166",8.30882150868814e-05,0.19044323857888,0.328,0.273,1,0.206468
"Atp6v1f",8.38373200455164e-05,-0.0852602207111809,0.41,0.531,1,0.421899
"Ddx23",8.39716576951396e-05,-0.0537328005356293,0.39,0.503,1,0.560659
"Hsdl1",8.39854295863491e-05,0.195397280562957,0.313,0.261,1,0.41458
"Trp53i11",8.47858686653376e-05,-0.0778998116954148,0.17,0.243,1,-0.392606
"Nemf",8.48143856265272e-05,-0.0752251480901712,0.281,0.371,1,0.442259
"Impa1",8.48376631166191e-05,-0.0671957216510596,0.318,0.416,1,-0.0112619
"Tnfsf8",8.5295156159097e-05,-0.0703970299547124,0.124,0.187,1,0.298248
"Dcp2",8.5933818469583e-05,-0.0777039345452583,0.328,0.426,1,-0.214365
"Rufy2",8.75793848068538e-05,0.0984629456543984,0.107,0.067,1,0.170255
"Arid4a",8.79353234674585e-05,0.219802322998852,0.366,0.317,1,0.498856
"Pfkm",8.8133530012433e-05,-0.0720557185295181,0.1,0.158,1,0.435444
"Ccny",8.90882331127296e-05,-0.0475465752798797,0.312,0.413,1,0.206611
"Trip12",9.02885433493244e-05,0.131018558175739,0.779,0.784,1,-0.247376
"Dnajc18",9.10486005129231e-05,-0.0701707936968101,0.082,0.138,1,0.323042
"Secisbp2",9.15038367057247e-05,-0.0630279343571493,0.17,0.242,1,0.254282
"Tpp2",9.19153410121866e-05,-0.0663133749449675,0.41,0.525,1,-0.507756
"Osbpl8",9.32124610895066e-05,-0.0970323974613225,0.475,0.572,1,-0.0233138
"Gm15800",9.35592005370908e-05,0.180796196618258,0.239,0.187,1,NA
"Exoc5",9.41577308584494e-05,-0.0506342693721894,0.331,0.438,1,-0.340349
"Racgap1",9.42551935652001e-05,-0.0298288211616842,0.461,0.599,1,-0.69605
"Lrrc8d",9.44994126648808e-05,-0.0527375925007836,0.136,0.204,1,-0.0401465
"Rpp40",9.47750840099529e-05,-0.0460430929093317,0.06,0.109,1,0.06181
"Spcs1",9.4776352490369e-05,-0.071885880184724,0.337,0.443,1,0.257324
"Csnk1g1",9.64267230466834e-05,-0.0727283993915721,0.255,0.346,1,-0.340286
"Tspan31",9.71332877102062e-05,-0.065816722508915,0.258,0.343,1,0.231205
"Rpl41",9.76618093765614e-05,-0.0897112361126077,0.539,0.655,1,0.120471
"AW209491",9.82923727208743e-05,-0.0444247831126997,0.058,0.108,1,0.20015
"Tmem29",9.83608388169492e-05,-0.0592116348422386,0.101,0.162,1,0.0331182
"Mlh1",9.84753689917925e-05,-0.0631476853318975,0.151,0.22,1,-0.258084
"2610018G03Rik",9.87707760463233e-05,-0.0366603681693007,0.282,0.373,1,NA
"Polrmt",0.000100351955668598,-0.0392123667783376,0.091,0.151,1,-0.418971
"Plekhg2",0.000100378047461076,0.114588065332815,0.166,0.115,1,0.375895
"Slc39a11",0.000101084019179158,-0.0777303345166591,0.066,0.115,1,-0.434496
"Ttc38",0.00010111034361671,0.0969375069584843,0.116,0.074,1,0.564735
"Nde1",0.000101789412042792,-0.0958997734991522,0.33,0.419,1,0.183871
"Nin",0.000102365115393352,0.235621321642767,0.487,0.472,1,-0.00145195
"Slc39a6",0.000102778929435031,-0.0715386542331644,0.282,0.37,1,-0.368233
"Rassf5",0.000103415273961931,0.147218547420688,0.536,0.502,1,0.146776
"Ankrd12",0.000104312125093881,0.153278981031132,0.243,0.19,1,1.01176
"Klhdc3",0.000104912282222618,-0.0719791030174287,0.24,0.323,1,-0.120741
"Snrk",0.000105662043731276,0.100422329297135,0.185,0.132,1,0.775228
"Hdac3",0.000105670798142793,-0.0614728042403492,0.176,0.247,1,-0.0678998
"Slc25a11",0.000106016127492166,-0.0573138339620544,0.37,0.479,1,0.321681
"Abhd17b",0.000106314991153218,-0.0686492809865282,0.164,0.234,1,-0.358203
"Ppm1d",0.000107335483980884,-0.059076577381683,0.155,0.226,1,-0.388982
"1700037H04Rik",0.000107545969032566,-0.0494912955593446,0.097,0.157,1,0.237033
"Oxa1l",0.000107831610107009,-0.0579060678705471,0.264,0.351,1,-0.164891
"Atxn7",0.000108407488258651,0.15141598949211,0.163,0.115,1,0.172267
"Nudt16l1",0.000108751356837896,-0.0496544765208081,0.221,0.306,1,0.589619
